allele,gene_family,whitelisted_taxa,product_name,scope,type,subtype,class,subclass,refseq_protein_accession,refseq_nucleotide_accession,curated_refseq_start,genbank_protein_accession,genbank_nucleotide_accession,genbank_strand_orientation,genbank_cds_start,genbank_cds_stop,pubmed_reference,blacklisted_taxa,db_version,enhanced_subclass,to_check
,arr,,NAD(+)--rifampin ADP-ribosyltransferase,core,AMR,AMR,RIFAMYCIN,RIFAMYCIN,WP_063842202.1,NG_047477.1,No,AAC05822.1,AF001493.1,+,356,787,,,2020-01-22.1,Rifamycin,no
,arr,,NAD(+)--rifampin ADP-ribosyltransferase,core,AMR,AMR,RIFAMYCIN,RIFAMYCIN,WP_063842207.1,NG_047478.1,Yes,,FM207631.1,+,262,714,,,2020-01-22.1,Rifamycin,no
,arr,,NAD(+)--rifampin ADP-ribosyltransferase Arr-6,core,AMR,AMR,RIFAMYCIN,RIFAMYCIN,WP_063842214.1,NG_047479.1,No,CAU08345.1,FM897214.1,+,4193,4645,,,2020-01-22.1,Rifamycin,no
,arr,,NAD(+)--rifampin ADP-ribosyltransferase Arr-6,core,AMR,AMR,RIFAMYCIN,RIFAMYCIN,WP_063857694.1,NG_048584.1,No,CAW30932.1,FM955585.1,+,1371,1823,,,2020-01-22.1,Rifamycin,no
,arr,,NAD(+)--rifampin ADP-ribosyltransferase,core,AMR,AMR,RIFAMYCIN,RIFAMYCIN,WP_012695486.1,NG_047480.1,No,ACZ52978.1,GU067641.1,+,3604,4017,,,2020-01-22.1,Rifamycin,no
arr-2,arr,,NAD(+)--rifampin ADP-ribosyltransferase Arr-2,core,AMR,AMR,RIFAMYCIN,RIFAMYCIN,WP_000237816.1,NG_048580.1,No,AAC64366.1,AF078527.1,+,4388,4840,,,2020-01-22.1,Rifamycin,no
arr-4,arr,,NAD(+)--rifampin ADP-ribosyltransferase Arr-4,core,AMR,AMR,RIFAMYCIN,RIFAMYCIN,WP_033959319.1,NG_048582.1,No,ABV26705.1,EF660562.1,+,1672,2124,,,2020-01-22.1,Rifamycin,no
arr-5,arr,,NAD(+)--rifampin ADP-ribosyltransferase Arr-5,core,AMR,AMR,RIFAMYCIN,RIFAMYCIN,WP_052238312.1,NG_048583.1,No,ABV26707.1,EF660563.1,+,393,845,,,2020-01-22.1,Rifamycin,no
arr-7,arr,,NAD(+)--rifampin ADP-ribosyltransferase Arr-7,core,AMR,AMR,RIFAMYCIN,RIFAMYCIN,WP_044059783.1,NG_048585.1,No,CAZ48628.1,FN397623.1,+,1189,1641,,,2020-01-22.1,Rifamycin,no
arr-8,arr,,NAD(+)--rifampin ADP-ribosyltransferase Arr-8,core,AMR,AMR,RIFAMYCIN,RIFAMYCIN,WP_063857695.1,NG_048586.1,No,AGC29882.1,KC199968.1,+,1,453,,,2020-01-22.1,Rifamycin,no
,arr-3,,NAD(+)--rifampin ADP-ribosyltransferase Arr-3,core,AMR,AMR,RIFAMYCIN,RIFAMYCIN,WP_001749986.1,NG_048581.1,No,AAK72473.1,AY038837.3,+,555,1007,,,2020-01-22.1,Rifamycin,no
,arr-3,,NAD(+)--rifampin ADP-ribosyltransferase Arr-3,core,AMR,AMR,RIFAMYCIN,RIFAMYCIN,WP_071846202.1,NG_052173.1,Yes,,KC820804.1,+,414,866,,,2020-01-22.1,Rifamycin,no
,arr-3,,NAD(+)--rifampin ADP-ribosyltransferase Arr-3,core,AMR,AMR,RIFAMYCIN,RIFAMYCIN,WP_071846280.1,NG_052327.1,No,AIA09164.1,KJ561897.1,+,129,581,,,2020-01-22.1,Rifamycin,no
,bla,,class A beta-lactamase,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_011270171.1,NG_047483.1,No,CAI46978.1,AJ877225.1,+,43233,44114,,,2020-01-22.1,Beta-lactamase (unknown spectrum),no
,bla,,class A beta-lactamase Bla1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_011053164.1,NG_055637.1,No,AAR20595.1,AY453161.1,+,501,1430,,,2020-01-22.1,Beta-lactamase (unknown spectrum),no
,bla,,class A beta-lactamase LRA-1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_063842263.1,NG_047484.1,No,ACH58980.1,EU408346.1,-,4826,5713,,,2020-01-22.1,Beta-lactamase (unknown spectrum),no
,bla,,class A beta-lactamase LRA-5,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_063842268.1,NG_047485.1,No,ACH59002.1,EU408358.1,-,27459,28439,,,2020-01-22.1,Beta-lactamase (unknown spectrum),no
,bla,,"class A beta-lactamase, subclass A2",core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_063842272.1,NG_047486.1,No,CBI71171.1,FN640464.1,-,1523,2482,,,2020-01-22.1,Beta-lactamase (unknown spectrum),no
,bla,,class A beta-lactamase,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_063842277.1,NG_047487.1,No,CBI71182.1,FN640466.1,-,727,1764,,,2020-01-22.1,Beta-lactamase (unknown spectrum),no
,bla,,class A beta-lactamase Bla1,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_063842248.1,NG_047482.1,No,CAA29819.1,X06599.1,+,273,1193,,,2020-01-22.1,Beta-lactamase (unknown spectrum),no
,bla2,,BcII family subclass B1 metallo-beta-lactamase,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_000799227.1,NG_047222.1,No,AAT60435.1,AE017355.1,-,3289352,3290122,,,2020-01-22.1,Carbapenemase (MBL),no
,bla2,,BcII family subclass B1 metallo-beta-lactamase,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_000799223.1,NG_047220.1,No,AAK53751.1,AF367984.1,+,791,1561,,,2020-01-22.1,Carbapenemase (MBL),no
,bla2,,BcII family subclass B1 metallo-beta-lactamase,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_063839880.1,NG_047221.1,No,AAR20596.1,AY453162.1,+,501,1271,,,2020-01-22.1,Carbapenemase (MBL),no
,bla2,,BcII family subclass B1 metallo-beta-lactamase,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_012261328.1,NG_047224.1,No,ABY44328.1,CP000903.1,-,3200936,3201709,,,2020-01-22.1,Carbapenemase (MBL),no
,bla2,,BcII family subclass B1 metallo-beta-lactamase,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_000799232.1,NG_055630.1,No,AAA22562.1,M19530.1,+,416,1186,,,2020-01-22.1,Carbapenemase (MBL),no
,bla2,,BcII family subclass B1 metallo-beta-lactamase,core,AMR,AMR,BETA-LACTAM,CARBAPENEM,WP_063839879.1,NG_056058.1,No,PHG63909.1,NUUO01000028.1,+,82058,82831,,,2020-01-22.1,Carbapenemase (MBL),no
,bla2a,,Exo family class A beta-lactamase,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_063842239.1,NG_047481.1,No,AAA26775.1,M28303.1,+,243,1187,,,2020-01-22.1,Beta-lactamase (unknown spectrum),no
,blaA,,class A beta-lactamase BlaA,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_011816299.1,NG_052043.1,No,CAL12097.1,AM286415.1,-,2210344,2211228,,,2020-01-22.1,Beta-lactamase (not ESBL or carbapenemase),no
,blaA,,class A beta-lactamase BlaA,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_019083125.1,NG_047490.1,No,AAX55643.1,AY954728.1,+,12,896,,,2020-01-22.1,Beta-lactamase (not ESBL or carbapenemase),no
,blaA,,class A beta-lactamase BlaA,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_003410677.1,NG_047489.1,No,AAB07556.1,U67924.1,+,277,1200,,,2020-01-22.1,Beta-lactamase (not ESBL or carbapenemase),no
,blaA,,class A beta-lactamase BlaA,core,AMR,AMR,BETA-LACTAM,BETA-LACTAM,WP_005165780.1,NG_047488.1,No,CAA40357.1,X57074.1,+,338,1222,,,2020-01-22.1,Beta-lactamase (not ESBL or carbapenemase),no
blaACC-1,blaACC,,cephalosporin-hydrolyzing class C beta-lactamase ACC-1,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_032491956.1,NG_048588.1,No,ABQ42698.1,EF554600.1,+,30,1202,,,2020-01-22.1,ESBL (AmpC type),no
blaACC-1a,blaACC,,cephalosporin-hydrolyzing class C beta-lactamase ACC-1a,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_039189232.1,NG_048589.1,No,AAF86692.1,AF180953.1,+,1,1173,,,2020-01-22.1,ESBL (AmpC type),no
blaACC-1b,blaACC,,cephalosporin-hydrolyzing class C beta-lactamase ACC-1b,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_063857697.1,NG_048590.1,No,AAF86694.1,AF180955.1,+,1,1173,,,2020-01-22.1,ESBL (AmpC type),no
blaACC-1c,blaACC,,cephalosporin-hydrolyzing class C beta-lactamase ACC-1c,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_063857698.1,NG_048591.1,No,AAF86698.1,AF180959.1,+,1,1173,,,2020-01-22.1,ESBL (AmpC type),no
blaACC-1d,blaACC,,cephalosporin-hydrolyzing class C beta-lactamase ACC-1d,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_008815550.1,NG_048592.1,No,AAF86700.1,AF180961.1,+,1,1173,,,2020-01-22.1,ESBL (AmpC type),no
blaACC-2,blaACC,,cephalosporin-hydrolyzing class C beta-lactamase ACC-2,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_063857702.1,NG_048593.1,No,AAF86691.1,AF180952.1,+,1565,2737,,,2020-01-22.1,ESBL (AmpC type),no
blaACC-4,blaACC,,cephalosporin-hydrolyzing class C beta-lactamase ACC-4,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_063857708.1,NG_048594.1,No,AIT76084.1,KM087831.1,+,1,1173,,,2020-01-22.1,ESBL (AmpC type),no
blaACC-5,blaACC,,cephalosporin-hydrolyzing class C beta-lactamase ACC-5,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_063857715.1,NG_048595.1,No,CCK86740.1,HE819401.1,+,1,1161,,,2020-01-22.1,ESBL (AmpC type),no
blaACC-7,blaACC,,cephalosporin-hydrolyzing class C beta-lactamase ACC-7,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_099156055.1,NG_055669.1,No,ATJ25947.1,MG028657.1,+,1,1173,,,2020-01-22.1,ESBL (AmpC type),no
blaACI-1,blaACI,,class A extended-spectrum beta-lactamase ACI-1,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_006555379.1,NG_048596.1,No,CAB51471.1,AJ007350.1,+,240,1094,,,2020-01-22.1,ESBL,no
blaACT-1,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-1,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_063857727.1,NG_048597.1,No,AAC45086.2,U58495.2,+,28,1173,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-10,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-10,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_063857730.1,NG_048598.1,No,AEV91214.1,JN848330.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-12,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-12,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_025206265.1,NG_048599.1,No,AFU25650.1,JX440355.1,+,752,1897,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-13,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-13,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_063857735.1,NG_048600.1,No,CCK86741.1,HE819402.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-14,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-14,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_063138000.1,NG_048601.1,No,AFU25647.1,JX440354.1,+,757,1902,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-15,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-15,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_023295792.1,NG_048602.1,No,AFU25653.1,JX440356.1,+,755,1900,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-16,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-16,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_023315250.1,NG_050702.1,No,AAQ73498.1,AY302261.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-17,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-17,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_017694683.1,NG_048603.1,No,AHM76771.1,KF992026.1,+,754,1899,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-18,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-18,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_063857768.1,NG_048604.1,No,AHM76777.1,KF992028.1,+,762,1907,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-19,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-19,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_047354536.1,NG_048605.1,No,AHM76779.1,KF992029.1,+,749,1894,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-2,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-2,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_023310120.1,NG_048606.1,No,CAJ28994.1,AM076977.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-20,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-20,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_063857769.1,NG_048607.1,No,AHA80105.1,KF526117.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-21,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-21,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_063857770.1,NG_048608.1,No,AHA80106.1,KF526118.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-22,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-22,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_063857771.1,NG_048609.1,No,AHM76774.1,KF992027.1,+,701,1846,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-23,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-23,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_045620946.1,NG_048610.1,No,AGU38146.1,KF515536.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-24,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-24,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_022646807.1,NG_048611.1,No,AHL39336.1,KJ207207.1,+,480,1625,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-25,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-25,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_045351092.1,NG_048612.1,No,AHL39338.1,KJ207208.1,+,540,1685,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-27,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-27,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_017383966.1,NG_048613.1,No,AHL39340.1,KJ207209.1,+,455,1600,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-28,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-28,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_023331841.1,NG_048614.1,No,AHL39333.1,KJ207206.1,+,752,1897,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-29,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-29,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_063857772.1,NG_048615.1,No,AIT76085.1,KM087832.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-3,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-3,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_063857773.1,NG_048616.1,No,ABL67017.1,EF125013.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-30,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-30,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_063857774.1,NG_048617.1,No,AIT76086.1,KM087833.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-31,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-31,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_063857775.1,NG_048618.1,No,AIT76096.1,KM087843.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-32,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-32,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_063857776.1,NG_048619.1,No,AIT76088.1,KM087835.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-33,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-33,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_063857777.1,NG_048620.1,No,AIT76087.1,KM087834.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-34,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-34,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_063857778.1,NG_048621.1,No,CDP41983.1,HG975300.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-35,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-35,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_063857779.1,NG_048622.1,No,BAP68758.1,LC004922.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-36,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-36,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_063857780.1,NG_048623.1,No,AJG06170.1,KM926621.1,+,752,1897,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-37,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-37,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_039272978.1,NG_048624.1,No,AJG06172.1,KM926622.1,+,239,1384,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-38,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-38,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_063857781.1,NG_048625.1,No,AKS43590.1,KP836350.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-39,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-39,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_063857782.1,NG_048626.1,No,AMP42993.1,KU884289.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-4,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-4,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_059347269.1,NG_048627.1,No,ABZ81086.1,EU427302.2,+,1476,2618,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-40,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-40,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_045328874.1,NG_050703.1,No,ANE37563.1,KX192159.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-41,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-41,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_045331818.1,NG_050704.1,No,ANE37564.1,KX192160.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-42,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-42,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_040117106.1,NG_050705.1,No,ANE37565.1,KX192161.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-43,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-43,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_015572455.1,NG_050706.1,No,ANE37566.1,KX192162.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-44,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-44,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_045340466.1,NG_050707.1,No,ANE37567.1,KX192163.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-45,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-45,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_032608349.1,NG_050708.1,No,ANE37568.1,KX192164.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-46,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-46,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_045337464.1,NG_050709.1,No,ANE37570.1,KX192166.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-47,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-47,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_045309142.1,NG_050710.1,No,ANE37574.1,KX192170.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-48,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-48,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_045331469.1,NG_050711.1,No,ANE37562.1,KX192158.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-49,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-49,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_045261282.1,NG_050712.1,No,ANE37571.1,KX192167.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-5,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-5,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_063857783.1,NG_048628.1,No,ACJ05689.1,FJ237369.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-50,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-50,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_045286607.1,NG_050713.1,No,ANE37572.1,KX192168.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-51,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-51,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_045269678.1,NG_050714.1,No,ANE37573.1,KX192169.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-52,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-52,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_014882211.1,NG_050715.1,No,ANE37575.1,KX192171.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-53,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-53,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_032644152.1,NG_055522.1,No,ASP63120.1,MF576300.1,-,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-54,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-54,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_099156056.1,NG_055670.1,No,ATJ25948.1,MG028658.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-55,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-55,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_047052637.1,NG_061414.1,No,AWY87649.1,MH469274.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-56,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-56,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_033487869.1,NG_061415.1,No,AWY87650.1,MH469275.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-57,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-57,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_094935119.1,NG_061418.1,No,AWY87653.1,MH469278.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-58,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-58,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_111965422.1,NG_061419.1,No,AWY87654.1,MH469279.1,+,3,1148,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-59,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-59,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_112792421.1,NG_061401.1,No,AWY87655.1,MH469280.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-6,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-6,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_032492324.1,NG_048629.1,No,ACJ05686.1,FJ237366.1,+,41,1186,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-60,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-60,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_111976052.1,NG_061402.1,No,AWY87656.1,MH469281.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-61,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-61,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_112017656.1,NG_061387.1,No,AWY87658.1,MH469283.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-62,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-62,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_111967096.1,NG_061388.1,No,AWY87659.1,MH469270.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-63,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-63,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_112780466.1,NG_061406.1,No,AWY87660.1,MH469271.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-64,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-64,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_050861789.1,NG_061403.1,No,AWY87661.1,MH469272.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-65,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-65,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_047726486.1,NG_064665.1,No,QBF38560.1,MK532282.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
blaACT-66,blaACT,,cephalosporin-hydrolyzing class C beta-lactamase ACT-66,core,AMR,AMR,BETA-LACTAM,CEPHALOSPORIN,WP_032625176.1,NG_064666.1,No,QBF38561.1,MK532283.1,+,1,1146,,,2020-01-22.1,ESBL (AmpC type),no
