allele,gene_family,whitelisted_taxa,product_name,scope,type,subtype,class_new,subclass_new,refseq_protein_accession,refseq_nucleotide_accession,curated_refseq_start,genbank_protein_accession,genbank_nucleotide_accession,genbank_strand,genbank_start,genbank_stop,refseq_strand,refseq_start,refseq_stop,pubmed_reference,blacklisted_taxa,synonyms,hierarchy_node,db_version,mut_acc,key,enhanced_class,enhanced_subclass,Status,Previous_class,Previous_subclass,NS Changes,NS comments
,aadA31,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA31,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_031192893.1,NG_057462.1,No,AUK31272.1,CP015560.1,+,1696612,1697400,+,101,889,,,,aadA31,2026-03-24.1,__NG_057462.1,WP_031192893.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA31,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA31,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_094963248.1,NG_059333.1,No,OZS71947.1,NOWC01000064.1,-,664,1452,+,101,889,,,,aadA31,2026-03-24.1,__NG_059333.1,WP_094963248.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA33,,ANT(3'')-I family aminoglycoside nucleotidyltransferase AadA33,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,WP_251464169.1,NG_242633.1,No,UVE15953.1,ON520656.1,+,1,786,+,1,786,,,,aadA33,2026-03-24.1,__NG_242633.1,WP_251464169.1,Aminoglycoside,Spectinomycin/Streptomycin,existing,,,,
,aadA36,,ANT(3'')-I family aminoglycoside nucleotidyltransferase AadA36,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,WP_071821194.1,NG_242634.1,No,APG53139.1,CP017054.1,-,649401,650195,+,101,895,,,,aadA36,2026-03-24.1,__NG_242634.1,WP_071821194.1,Aminoglycoside,Spectinomycin/Streptomycin,existing,,,,
,aadA37,,ANT(3'')-I family aminoglycoside nucleotidyltransferase AadA37,core,AMR,AMR,AMINOGLYCOSIDE,SPECTINOMYCIN/STREPTOMYCIN,WP_314044397.1,NG_245152.1,No,WNP28825.1,CP135144.1,-,2120270,2121067,+,101,898,40119290,,,aadA37,2026-03-24.1,__NG_245152.1,WP_314044397.1,Aminoglycoside,Spectinomycin/Streptomycin,existing,,,,
,aadA4,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA4,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_063840444.1,NG_047356.1,No,AAN34365.1,AY138986.1,+,1,789,+,1,789,12726770,,,aadA4,2026-03-24.1,__NG_047356.1,WP_063840444.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA4,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA4,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_004356282.1,NG_052359.1,No,ADK47141.1,HM366562.1,+,81,869,+,81,869,,,,aadA4,2026-03-24.1,__NG_052359.1,WP_004356282.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA4,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA4,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_063840443.1,NG_047355.1,No,CAB41476.2,Z50802.3,+,1306,2094,+,101,889,10639362,,,aadA4,2026-03-24.1,__NG_047355.1,WP_063840443.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA5,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_071846302.1,NG_052362.1,No,BAD77823.1,AB196349.1,+,723,1511,+,101,889,,,,aadA5,2026-03-24.1,__NG_052362.1,WP_071846302.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA5,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_000503573.1,NG_047357.1,No,AAF17880.1,AF137361.1,+,64,852,+,64,852,10582907,,,aadA5,2026-03-24.1,__NG_047357.1,WP_000503573.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA5,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_011342946.1,NG_052436.1,No,CAI10767.1,AJ863570.1,+,28116,28904,+,101,889,16122561,,,aadA5,2026-03-24.1,__NG_052436.1,WP_011342946.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA5,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_071846379.1,NG_052513.1,No,CAP69687.1,AM932673.1,+,723,1511,+,101,889,18550679,,,aadA5,2026-03-24.1,__NG_052513.1,WP_071846379.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA5,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_071846381.1,NG_052515.1,No,CAP74086.1,AM939644.1,+,1399,2187,+,101,889,18550679,,,aadA5,2026-03-24.1,__NG_052515.1,WP_071846381.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA5,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_140423282.1,NG_065409.1,No,CAQ53845.2,AM997275.2,+,722,1510,+,101,889,,,,aadA5,2026-03-24.1,__NG_065409.1,WP_140423282.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA5,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_032490444.1,NG_052253.1,No,AAN41426.1,AY139598.1,+,618,1406,+,101,889,19719593,,,aadA5,2026-03-24.1,__NG_052253.1,WP_032490444.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA5,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_071846355.1,NG_052474.1,No,ABH12143.1,DQ875874.1,+,724,1512,+,101,889,,,,aadA5,2026-03-24.1,__NG_052474.1,WP_071846355.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA5,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_060512885.1,NG_052475.1,No,ABK27311.1,EF027105.1,+,2015,2803,+,101,889,,,,aadA5,2026-03-24.1,__NG_052475.1,WP_060512885.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA5,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_071846356.1,NG_052476.1,No,ABL09103.1,EF105289.1,+,107,895,+,101,889,,,,aadA5,2026-03-24.1,__NG_052476.1,WP_071846356.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA5,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_000503574.1,NG_047358.1,No,ACX29952.1,GQ466184.1,+,1308,2096,+,101,889,,,,aadA5,2026-03-24.1,__NG_047358.1,WP_000503574.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA5,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_070342362.1,NG_051886.1,No,ADC32459.1,GU358475.1,+,723,1511,+,101,889,20667885,,,aadA5,2026-03-24.1,__NG_051886.1,WP_070342362.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA5,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_070342369.1,NG_051894.1,No,AEQ26263.1,JF920805.1,+,107,895,+,101,889,22112855,,,aadA5,2026-03-24.1,__NG_051894.1,WP_070342369.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA5,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_071846192.1,NG_052148.1,No,AEY84947.1,JN645876.1,+,723,1511,+,101,889,,,,aadA5,2026-03-24.1,__NG_052148.1,WP_071846192.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA5,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_071846244.1,NG_064656.1,No,AEY84953.1,JN645879.1,+,723,1511,+,101,889,19459951,,,aadA5,2026-03-24.1,__NG_064656.1,WP_071846244.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA5,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_071846196.1,NG_052154.1,No,AFI58046.1,JQ414038.1,+,723,1511,+,101,889,23180481,,,aadA5,2026-03-24.1,__NG_052154.1,WP_071846196.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA5,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_071846251.1,NG_052277.1,No,AFK79070.1,JQ837995.1,+,1130,1918,+,101,889,,,,aadA5,2026-03-24.1,__NG_052277.1,WP_071846251.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA5,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_070342371.1,NG_051903.1,No,AGU41832.1,KF032820.1,+,2022,2810,+,101,889,,,,aadA5,2026-03-24.1,__NG_051903.1,WP_070342371.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA5,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_071846257.1,NG_052296.1,No,AGU41843.1,KF032823.1,+,1407,2195,+,101,889,,,,aadA5,2026-03-24.1,__NG_052296.1,WP_071846257.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA5,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_071846286.1,NG_052333.1,No,AIA09219.1,KJ568511.1,+,724,1512,+,101,889,,,,aadA5,2026-03-24.1,__NG_052333.1,WP_071846286.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA5,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA5,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_071846287.1,NG_052334.1,No,AIA09220.1,KJ568512.1,+,95,883,+,95,883,,,,aadA5,2026-03-24.1,__NG_052334.1,WP_071846287.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA6,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_022675713.1,NG_047359.1,No,AAD54217.1,AF140629.1,+,61,906,+,61,906,10673049,,,aadA6,2026-03-24.1,__NG_047359.1,WP_022675713.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA6,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_021529708.1,NG_047360.1,No,CAJ32491.1,AM087405.1,+,1749,2582,+,101,934,16495246,,,aadA6,2026-03-24.1,__NG_047360.1,WP_021529708.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA6,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_071846362.1,NG_052483.1,No,ABO47759.1,EF184217.1,+,558,1403,+,101,946,,,,aadA6,2026-03-24.1,__NG_052483.1,WP_071846362.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA6,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_071846297.1,NG_052355.1,Yes,,FN823041.1,-,384,1229,+,101,946,,,,aadA6,2026-03-24.1,__NG_052355.1,WP_071846297.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA6,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_071846298.1,NG_052356.1,Yes,,FN823042.1,-,427,1272,+,101,946,,,,aadA6,2026-03-24.1,__NG_052356.1,WP_071846298.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA6,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_063840454.1,NG_047361.1,Yes,,FN823044.1,-,426,1271,+,91,936,,,,aadA6,2026-03-24.1,__NG_047361.1,WP_063840454.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA6,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_071846194.1,NG_052151.1,No,AFA38012.1,JN790946.1,+,877,1716,+,101,940,,,,aadA6,2026-03-24.1,__NG_052151.1,WP_071846194.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA6,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA6,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_044067522.1,NG_052539.1,Yes,,JSRA01000071.1,-,2477,3268,+,101,892,25373147,,,aadA6,2026-03-24.1,__NG_052539.1,WP_044067522.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA7,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA7,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_063840455.1,NG_047363.1,No,BAD00739.1,AB114632.1,+,656,1453,+,101,898,15117923,,,aadA7,2026-03-24.1,__NG_047363.1,WP_063840455.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA7,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA7,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_001436322.1,NG_047362.1,No,AAF44098.1,AF224733.1,+,32,829,+,32,829,10817710,,,aadA7,2026-03-24.1,__NG_047362.1,WP_001436322.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA7,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA7,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_070342356.1,NG_051845.1,No,AAF79946.1,AF234167.1,+,90,887,+,90,887,,,,aadA7,2026-03-24.1,__NG_051845.1,WP_070342356.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA7,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA7,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_063840456.1,NG_047364.1,No,ABG01709.1,DQ520937.1,+,593,1390,+,101,898,18476779,,,aadA7,2026-03-24.1,__NG_047364.1,WP_063840456.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA7,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA7,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_010794258.1,NG_047365.1,No,ABY60437.1,DQ914960.2,+,3101,3898,+,101,898,"1,715,894,418,391,040",,,aadA7,2026-03-24.1,__NG_047365.1,WP_010794258.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA7,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA7,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_071846326.1,NG_052410.1,No,AGY30852.1,KF525321.1,+,587,1384,+,101,898,,,,aadA7,2026-03-24.1,__NG_052410.1,WP_071846326.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA8,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA8,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_063840457.1,NG_047366.1,No,AAK69614.1,AF326210.1,+,1,792,+,1,792,11557503,,,aadA8,2026-03-24.1,__NG_047366.1,WP_063840457.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA8,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA8,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_063857693.1,NG_048579.1,No,CAJ13568.1,AM040708.1,+,1174,1965,+,101,892,16291869,,,aadA8,2026-03-24.1,__NG_048579.1,WP_063857693.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA8,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA8,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_032491464.1,NG_047367.1,No,AAN41439.1,AY139603.1,+,107,898,+,101,892,19719593,,,aadA8,2026-03-24.1,__NG_047367.1,WP_032491464.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA8,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA8,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_071846322.1,NG_052405.1,No,AGY30819.1,KF525294.1,+,107,898,+,101,892,,,,aadA8,2026-03-24.1,__NG_052405.1,WP_071846322.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA8,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA8,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_071846323.1,NG_052406.1,No,AGY30820.1,KF525295.1,+,107,898,+,101,892,,,,aadA8,2026-03-24.1,__NG_052406.1,WP_071846323.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA8,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA8,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_071846324.1,NG_052407.1,No,AGY30821.1,KF525296.1,+,107,898,+,101,892,,,,aadA8,2026-03-24.1,__NG_052407.1,WP_071846324.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA8,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA8,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_071846325.1,NG_052408.1,No,AGY30822.1,KF525297.1,+,107,904,+,101,898,,,,aadA8,2026-03-24.1,__NG_052408.1,WP_071846325.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA9,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA9,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_010991842.1,NG_047368.1,No,CAD12230.1,AJ420072.1,+,26773,27609,+,101,937,12383729,,,aadA9,2026-03-24.1,__NG_047368.1,WP_010991842.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA9,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA9,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_071846344.1,NG_052441.1,No,ABG76940.1,DQ778993.1,+,107,943,+,101,937,17298366,,,aadA9,2026-03-24.1,__NG_052441.1,WP_071846344.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA9,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA9,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_063840458.1,NG_047369.1,No,ABG76943.1,DQ778996.1,+,107,943,+,101,937,17298366,,,aadA9,2026-03-24.1,__NG_047369.1,WP_063840458.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA9,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA9,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_063840459.1,NG_047370.1,No,ACJ49081.1,FJ457611.1,+,560,1393,+,101,934,21097590,,,aadA9,2026-03-24.1,__NG_047370.1,WP_063840459.1,Aminoglycoside,Streptomycin,existing,,,,
,aadA9,,ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA9,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_071846328.1,NG_052412.1,No,AGY30884.1,KF525340.1,+,670,1506,+,101,937,,,,aadA9,2026-03-24.1,__NG_052412.1,WP_071846328.1,Aminoglycoside,Streptomycin,existing,,,,
,aadD1,,aminoglycoside O-nucleotidyltransferase ANT(4')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN/TOBRAMYCIN,WP_063840461.1,NG_047376.1,No,BAC98411.1,AB121443.1,+,1,762,+,1,762,"1,054,429,011,602,250",,,ant(4')-Ia,2026-03-24.1,__NG_047376.1,WP_063840461.1,Aminoglycoside,Kanamycin/Tobramycin,existing,,,,
,aadD1,,aminoglycoside O-nucleotidyltransferase ANT(4')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN/TOBRAMYCIN,WP_063840460.1,NG_047374.1,No,BAA06245.1,D29978.1,+,2168,2929,+,101,862,3003740,,,ant(4')-Ia,2026-03-24.1,__NG_047374.1,WP_063840460.1,Aminoglycoside,Kanamycin/Tobramycin,existing,,,,
,aadD1,,aminoglycoside O-nucleotidyltransferase ANT(4')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN/TOBRAMYCIN,WP_032542910.1,NG_047372.1,No,AAA92254.1,K02551.1,+,241,1002,+,101,862,6090428,,,ant(4')-Ia,2026-03-24.1,__NG_047372.1,WP_032542910.1,Aminoglycoside,Kanamycin/Tobramycin,existing,,,,
,aadD1,,aminoglycoside O-nucleotidyltransferase ANT(4')-Ia,core,AMR,AMR,AMINOGLYCOSIDE,KANAMYCIN/TOBRAMYCIN,WP_001014230.1,NG_047373.1,No,AAA88361.1,M19465.1,-,2202,2963,+,101,862,20585117,,,ant(4')-Ia,2026-03-24.1,__NG_047373.1,WP_001014230.1,Aminoglycoside,Kanamycin/Tobramycin,existing,,,,
,aadD2,,aminoglycoside O-nucleotidyltransferase ANT(4')-Ib,core,AMR,AMR,AMINOGLYCOSIDE,AMIKACIN/KANAMYCIN/TOBRAMYCIN,WP_035202393.1,NG_047392.1,No,AAO83986.1,EF540343.1,+,215,985,+,101,871,"1,265,466,817,846,130",,,ant(4')-Ib,2026-03-24.1,__NG_047392.1,WP_035202393.1,Aminoglycoside,Amikacin/Kanamycin/Tobramycin,existing,,,,
,aadE,,aminoglycoside 6-adenylyltransferase AadE,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_001255868.1,NG_047378.1,No,ABB59530.1,DQ220741.1,+,28,894,+,28,894,17395262,,,aadE,2026-03-24.1,__NG_047378.1,WP_001255868.1,Aminoglycoside,Streptomycin,existing,,,,
,aadE-Cc,,aminoglycoside nucleotidyltransferase ANT(6)-Ig,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_002785795.1,NG_054665.1,No,ALU98768.1,CP013733.1,-,229343,230242,+,101,1000,,,,ant(6)-Ig,2026-03-24.1,__NG_054665.1,WP_002785795.1,Aminoglycoside,Streptomycin,existing,,,,
,aadK,,aminoglycoside 6-adenylyltransferase AadK,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_003229862.1,NG_047379.1,No,AAA22190.1,M26879.1,+,90,944,+,90,944,2550327,,,aadK,2026-03-24.1,__NG_047379.1,WP_003229862.1,Aminoglycoside,Streptomycin,existing,,,,
,aadS,,aminoglycoside 6-adenylyltransferase AadS,core,AMR,AMR,AMINOGLYCOSIDE,STREPTOMYCIN,WP_003013318.1,NG_047380.1,No,AAA27459.1,M72415.1,+,1121,1984,+,101,964,1328814,,,aadS,2026-03-24.1,__NG_047380.1,WP_003013318.1,Aminoglycoside,Streptomycin,existing,,,,
,aadT,,multidrug efflux MFS transporter AadT,plus,AMR,AMR,EFFLUX,EFFLUX,WP_032073148.1,,No,AMD83542.1,KT852971.1,+,29105,30619,,,,,,,aadT,2026-03-24.1,__,WP_032073148.1,Efflux,Efflux,existing,,,,
,aafA,,aggregative adherence fimbria II major subunit AafA,plus,VIRULENCE,VIRULENCE,,,WP_077767014.1,,No,BAJ79293.1,AB571091.1,+,34,516,,,,,,,aafA,2026-03-24.1,__,WP_077767014.1,Virulence,Other,updated,,,,
,aafA,,aggregative adherence fimbria II major subunit AafA,plus,VIRULENCE,VIRULENCE,,,WP_150136615.1,,No,BAJ79295.1,AB571093.1,+,34,516,,,,,,,aafA,2026-03-24.1,__,WP_150136615.1,Virulence,Other,updated,,,,
,aafA,,aggregative adherence fimbria II major subunit AafA,plus,VIRULENCE,VIRULENCE,,,WP_263305400.1,,No,BAJ79296.1,AB571094.1,+,34,516,,,,,,,aafA,2026-03-24.1,__,WP_263305400.1,Virulence,Other,updated,,,,
,aafA,,aggregative adherence fimbria II major subunit AafA,plus,VIRULENCE,VIRULENCE,,,WP_202746514.1,,No,BAJ79297.1,AB571095.1,+,34,516,,,,,,,aafA,2026-03-24.1,__,WP_202746514.1,Virulence,Other,updated,,,,
,aafA,,aggregative adherence fimbria II major subunit AafA,plus,VIRULENCE,VIRULENCE,,,WP_110996816.1,,No,AAB82330.1,AF012835.2,+,2611,3093,,,,,,,aafA,2026-03-24.1,__,WP_110996816.1,Virulence,Other,updated,,,,
,aafA,,aggregative adherence fimbria II major subunit AafA,plus,VIRULENCE,VIRULENCE,,,WP_014639430.1,,No,CBG27800.1,FN554767.1,+,39652,40134,,,,,,,aafA,2026-03-24.1,__,WP_014639430.1,Virulence,Other,updated,,,,
,aafB,,aggregative adherence fimbria II minor subunit AafB,plus,VIRULENCE,VIRULENCE,,,WP_000715633.1,,No,CBG27784.1,FN554767.1,-,22554,22994,,,,,,,aafB,2026-03-24.1,__,WP_000715633.1,Virulence,Other,updated,,,,
,aafC,,aggregative adherence fimbria II usher protein AafC,plus,VIRULENCE,VIRULENCE,,,WP_110996819.1,,No,AAD27810.1,AF114828.1,-,571,3141,,,,,,,aafC,2026-03-24.1,__,WP_110996819.1,Virulence,Other,updated,,,,
,aafD,,aggregative adherence fimbria II chaperone AafD,plus,VIRULENCE,VIRULENCE,,,WP_014639428.1,,No,CBG27798.1,FN554767.1,+,38499,39248,,,,,,,aafD,2026-03-24.1,__,WP_014639428.1,Virulence,Other,updated,,,,
,aaiC,,type VI secretion system protein AaiC/Hcp2,plus,VIRULENCE,VIRULENCE,,,WP_000233190.1,,No,CBG37385.1,FN554766.1,+,4895043,4895549,,,,,,,aaiC,2026-03-24.1,__,WP_000233190.1,Virulence,Other,updated,,,,
,aaiC,,type VI secretion system protein AaiC/Hcp2,plus,VIRULENCE,VIRULENCE,,,WP_263305325.1,,No,AHW84567.1,KF678353.1,+,1968,2474,,,,,,,aaiC,2026-03-24.1,__,WP_263305325.1,Virulence,Other,updated,,,,
,aalE,,CS23 fimbrial major subunit AalE,plus,VIRULENCE,VIRULENCE,,,WP_001611328.1,,No,EMX33340.1,AQEW01000031.1,+,17553,18326,,,,,,,aalE,2026-03-24.1,__,WP_001611328.1,Virulence,Other,updated,,,,
,aap,,dispersin Aap,plus,VIRULENCE,VIRULENCE,,,WP_011666513.1,,No,BAF34018.1,AB255435.1,-,109131,109481,,,,,,,aap,2026-03-24.1,__,WP_011666513.1,Virulence,Other,updated,,,,
,aap,,dispersin Aap,plus,VIRULENCE,VIRULENCE,,,WP_000721278.1,,No,CBG27807.1,FN554767.1,-,42684,43034,,,,,,,aap,2026-03-24.1,__,WP_000721278.1,Virulence,Other,updated,,,,
